Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Box Type,Subject,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Comment start
BT_3126,4/28/2023 11:28,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010643.MP4;D:/Innovation Videos/Camera 2/7-10/GH020643.MP4;D:/Innovation Videos/Camera 2/7-10/GH030643.MP4,1294.598,707.712;707.712;410.304,59.940;59.940;59.940, None,3126,Start,Start,,POINT,12.346,12.346,NA,D:/Innovation Videos/Camera 2/7-10/GH010643.MP4,741,741,
BT_3126,4/28/2023 11:28,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010643.MP4;D:/Innovation Videos/Camera 2/7-10/GH020643.MP4;D:/Innovation Videos/Camera 2/7-10/GH030643.MP4,1294.598,707.712;707.712;410.304,59.940;59.940;59.940, None,3126,Foot Touch,Top Foot Touch,,POINT,143.927,143.927,NA,D:/Innovation Videos/Camera 2/7-10/GH010643.MP4,8628,8628,
BT_3126,4/28/2023 11:28,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010643.MP4;D:/Innovation Videos/Camera 2/7-10/GH020643.MP4;D:/Innovation Videos/Camera 2/7-10/GH030643.MP4,1294.598,707.712;707.712;410.304,59.940;59.940;59.940, None,3126,Probe,Top Beak Touch,Vertical,POINT,1305.342,1305.342,NA,D:/Innovation Videos/Camera 2/7-10/GH020643.MP4,35823,35823,
BT_3126,4/28/2023 11:28,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010643.MP4;D:/Innovation Videos/Camera 2/7-10/GH020643.MP4;D:/Innovation Videos/Camera 2/7-10/GH030643.MP4,1294.598,707.712;707.712;410.304,59.940;59.940;59.940, None,3126,Foot Touch,Top Foot Touch,,POINT,1306.944,1306.944,NA,D:/Innovation Videos/Camera 2/7-10/GH020643.MP4,35919,35919,
BT_3127,4/21/2023 15:17,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010641.MP4;D:/Innovation Videos/Camera 2/7-10/GH020641.MP4;D:/Innovation Videos/Camera 2/7-10/GH030641.MP4,988.392,707.712;707.712;419.648,59.940;59.940;59.940, Lift,3127,Start,Start,,POINT,11.912,11.912,NA,D:/Innovation Videos/Camera 2/7-10/GH010641.MP4,715,715,
BT_3127,4/21/2023 15:17,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010641.MP4;D:/Innovation Videos/Camera 2/7-10/GH020641.MP4;D:/Innovation Videos/Camera 2/7-10/GH030641.MP4,988.392,707.712;707.712;419.648,59.940;59.940;59.940, Lift,3127,Pecks Box,Bottom Beak Touch,Obstructed,POINT,852.323,852.323,NA,D:/Innovation Videos/Camera 2/7-10/GH020641.MP4,8669,8669,
BT_3127,4/21/2023 15:17,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010641.MP4;D:/Innovation Videos/Camera 2/7-10/GH020641.MP4;D:/Innovation Videos/Camera 2/7-10/GH030641.MP4,988.392,707.712;707.712;419.648,59.940;59.940;59.940, Lift,3127,Foot Touch,Top Foot Touch,,POINT,893.531,893.531,NA,D:/Innovation Videos/Camera 2/7-10/GH020641.MP4,11139,11139,
BT_3127,4/21/2023 15:17,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010641.MP4;D:/Innovation Videos/Camera 2/7-10/GH020641.MP4;D:/Innovation Videos/Camera 2/7-10/GH030641.MP4,988.392,707.712;707.712;419.648,59.940;59.940;59.940, Lift,3127,Foot Touch,Top Foot Touch,,POINT,1000.304,1000.304,NA,D:/Innovation Videos/Camera 2/7-10/GH020641.MP4,17539,17539,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Start,Start,,POINT,9.426,9.426,NA,D:/Innovation Videos/Camera 2/1-6/GH010639.MP4,566,566,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,409.326,409.326,NA,D:/Innovation Videos/Camera 2/1-6/GH010639.MP4,24536,24536,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,571.504,571.504,NA,D:/Innovation Videos/Camera 2/1-6/GH010639.MP4,34257,34257,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,571.855,571.855,NA,D:/Innovation Videos/Camera 2/1-6/GH010639.MP4,34278,34278,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,627.677,627.677,NA,D:/Innovation Videos/Camera 2/1-6/GH010639.MP4,37624,37624,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,628.344,628.344,NA,D:/Innovation Videos/Camera 2/1-6/GH010639.MP4,37664,37664,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,668.001,668.001,NA,D:/Innovation Videos/Camera 2/1-6/GH010639.MP4,40041,40041,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,677.06,677.06,NA,D:/Innovation Videos/Camera 2/1-6/GH010639.MP4,40584,40584,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,782.086,782.086,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,4459,4459,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,837.325,837.325,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,7770,7770,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Closed Peck,Top Beak Touch,Vertical,POINT,874.846,874.846,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,10019,10019,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Closed Peck,Top Beak Touch,Vertical,POINT,875.146,875.146,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,10037,10037,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,875.163,875.163,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,10038,10038,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,885.189,885.189,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,10639,10639,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,885.54,885.54,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,10660,10660,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,911.065,911.065,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,12190,12190,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,911.549,911.549,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,12219,12219,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,913.701,913.701,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,12348,12348,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,955.827,955.827,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,14873,14873,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Angled,POINT,955.827,955.827,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,14873,14873,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,956.06,956.06,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,14887,14887,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Angled,POINT,956.06,956.06,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,14887,14887,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,978.182,978.182,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,16213,16213,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Horizontal,POINT,978.182,978.182,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,16213,16213,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Closed Peck,Top Beak Touch,Vertical,POINT,1061.749,1061.749,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,21222,21222,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,1061.916,1061.916,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,21232,21232,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Vertical,POINT,1061.983,1061.983,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,21236,21236,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1079.483,1079.483,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,22285,22285,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,1108.529,1108.529,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,24026,24026,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Angled,POINT,1108.529,1108.529,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,24026,24026,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,1253.757,1253.757,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,32731,32731,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Vertical,POINT,1253.774,1253.774,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,32732,32732,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1292.98,1292.98,NA,D:/Innovation Videos/Camera 2/1-6/GH020639.MP4,35082,35082,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Angled,POINT,1457.149,1457.149,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,2502,2502,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,1457.366,1457.366,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,2515,2515,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Angled,POINT,1457.383,1457.383,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,2516,2516,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1478.137,1478.137,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,3760,3760,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1496.955,1496.955,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,4888,4888,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1547.806,1547.806,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,7936,7936,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1556.832,1556.832,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,8477,8477,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1692.818,1692.818,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,16628,16628,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1693.018,1693.018,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,16640,16640,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1704.479,1704.479,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,17327,17327,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1743.418,1743.418,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,19661,19661,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Angled,POINT,1766.341,1766.341,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,21035,21035,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,1766.358,1766.358,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,21036,21036,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Lid,Box Solve,Opens,POINT,1766.591,1766.591,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,21050,21050,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Probe,Top Beak Touch,Angled,POINT,1766.608,1766.608,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,21051,21051,
BT_3131,4/19/2023 13:30,,Media file,player #1:D:/Innovation Videos/Camera 2/1-6/GH010639.MP4;D:/Innovation Videos/Camera 2/1-6/GH020639.MP4;D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,1782.04,707.712;707.712;397.611,59.940;59.940;59.940, Lift,3131,Foot Touch,Top Foot Touch,,POINT,1791.466,1791.466,NA,D:/Innovation Videos/Camera 2/1-6/GH030639.MP4,22541,22541,
BT_3134,4/21/2023 12:43,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010640.MP4;D:/Innovation Videos/Camera 2/7-10/GH020640.MP4;D:/Innovation Videos/Camera 2/7-10/GH030640.MP4,745.1,707.712;707.712;396.800,59.940;59.940;59.940, Push,3134,Start,Start,,POINT,7.624,7.624,NA,D:/Innovation Videos/Camera 2/7-10/GH010640.MP4,458,458,
BT_3134,4/21/2023 12:43,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010640.MP4;D:/Innovation Videos/Camera 2/7-10/GH020640.MP4;D:/Innovation Videos/Camera 2/7-10/GH030640.MP4,745.1,707.712;707.712;396.800,59.940;59.940;59.940, Push,3134,Pecks Box,Bottom Beak Touch,Obstructed,POINT,242.142,242.142,NA,D:/Innovation Videos/Camera 2/7-10/GH010640.MP4,14515,14515,
BT_3134,4/21/2023 12:43,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010640.MP4;D:/Innovation Videos/Camera 2/7-10/GH020640.MP4;D:/Innovation Videos/Camera 2/7-10/GH030640.MP4,745.1,707.712;707.712;396.800,59.940;59.940;59.940, Push,3134,Pecks Box,Bottom Beak Touch,Obstructed,POINT,242.776,242.776,NA,D:/Innovation Videos/Camera 2/7-10/GH010640.MP4,14553,14553,
BT_3134,4/21/2023 12:43,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010640.MP4;D:/Innovation Videos/Camera 2/7-10/GH020640.MP4;D:/Innovation Videos/Camera 2/7-10/GH030640.MP4,745.1,707.712;707.712;396.800,59.940;59.940;59.940, Push,3134,Pecks Box,Bottom Beak Touch,Obstructed,POINT,243.043,243.043,NA,D:/Innovation Videos/Camera 2/7-10/GH010640.MP4,14569,14569,
BT_3134,4/21/2023 12:43,,Media file,player #1:D:/Innovation Videos/Camera 2/7-10/GH010640.MP4;D:/Innovation Videos/Camera 2/7-10/GH020640.MP4;D:/Innovation Videos/Camera 2/7-10/GH030640.MP4,745.1,707.712;707.712;396.800,59.940;59.940;59.940, Push,3134,Probe,Top Beak Touch,Vertical,POINT,549.766,549.766,NA,D:/Innovation Videos/Camera 2/7-10/GH010640.MP4,32954,32954,
